Matchup,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
"FEB 11, 2015 - MEM @ OKC",L,240,89,32,86,37.2,2,12,16.7,23,30,76.7,11,31,42,13,7,2,13,21
"FEB 10, 2015 - MEM vs. BKN",W,240,95,36,81,44.4,6,19,31.6,17,25,68,12,33,45,24,14,9,12,19
"FEB 08, 2015 - MEM vs. ATL",W,240,94,36,92,39.1,3,13,23.1,19,21,90.5,17,38,55,18,8,4,11,12
"FEB 06, 2015 - MEM @ MIN",L,240,89,36,69,52.2,2,12,16.7,15,20,75,2,28,30,19,11,5,18,19
"FEB 04, 2015 - MEM @ UTA",W,240,100,38,80,47.5,6,13,46.2,18,22,81.8,11,27,38,26,7,4,9,21
"FEB 02, 2015 - MEM @ PHX",W,240,102,36,83,43.4,3,11,27.3,27,34,79.4,16,30,46,19,12,4,14,17
"JAN 31, 2015 - MEM vs. OKC",W,240,85,34,91,37.4,3,11,27.3,14,17,82.4,20,34,54,22,11,5,11,18
"JAN 29, 2015 - MEM vs. DEN",W,240,99,39,88,44.3,3,16,18.8,18,27,66.7,13,44,57,17,8,4,9,11
"JAN 27, 2015 - MEM @ DAL",W,240,109,42,79,53.2,10,21,47.6,15,20,75,9,31,40,23,6,0,13,17
"JAN 26, 2015 - MEM vs. ORL",W,240,103,36,76,47.4,7,18,38.9,24,26,92.3,7,32,39,25,11,6,15,17
"JAN 24, 2015 - MEM vs. PHI",W,240,101,37,79,46.8,6,14,42.9,21,25,84,9,38,47,24,10,7,18,20
"JAN 21, 2015 - MEM vs. TOR",W,240,92,34,74,45.9,1,7,14.3,23,29,79.3,9,36,45,15,6,8,13,24
"JAN 19, 2015 - MEM vs. DAL",L,240,95,36,85,42.4,3,22,13.6,20,22,90.9,9,33,42,17,8,4,13,23
"JAN 17, 2015 - MEM vs. POR",W,240,102,39,77,50.6,8,15,53.3,16,24,66.7,11,39,50,21,4,4,14,18
"JAN 16, 2015 - MEM @ ORL",W,240,106,40,87,46,3,14,21.4,23,29,79.3,9,38,47,27,8,5,11,19
"JAN 14, 2015 - MEM @ BKN",W,240,103,39,83,47,3,17,17.6,22,29,75.9,14,27,41,18,13,3,9,19
"JAN 11, 2015 - MEM vs. PHX",W,290,122,48,100,48,9,21,42.9,17,24,70.8,11,43,54,24,7,8,24,25
"JAN 09, 2015 - MEM @ NOP",L,240,95,36,82,43.9,6,17,35.3,17,22,77.3,13,31,44,17,7,4,10,18
"JAN 07, 2015 - MEM @ ATL",L,240,86,35,79,44.3,5,17,29.4,11,11,100,8,31,39,20,10,4,21,21
"JAN 05, 2015 - MEM vs. NYK",W,240,105,43,82,52.4,7,15,46.7,12,19,63.2,11,34,45,25,14,5,17,15
"JAN 03, 2015 - MEM @ DEN",L,240,85,37,86,43,2,14,14.3,9,13,69.2,8,29,37,20,6,8,12,20
"JAN 02, 2015 - MEM @ LAL",W,240,109,41,84,48.8,6,14,42.9,21,31,67.7,13,33,46,27,7,4,12,15
"DEC 30, 2014 - MEM vs. SAS",W,240,95,35,72,48.6,7,15,46.7,18,22,81.8,7,32,39,25,10,5,20,18
"DEC 27, 2014 - MEM @ MIA",W,240,103,34,73,46.6,7,16,43.8,28,37,75.7,9,23,32,22,10,5,13,22
"DEC 26, 2014 - MEM vs. HOU",L,265,111,43,104,41.3,7,24,29.2,18,23,78.3,15,29,44,31,8,4,6,23
"DEC 22, 2014 - MEM vs. UTA",L,240,91,38,86,44.2,7,23,30.4,8,9,88.9,5,29,34,22,4,3,4,18
"DEC 21, 2014 - MEM @ CLE",L,240,91,39,86,45.3,1,16,6.3,12,15,80,12,26,38,25,8,3,9,16
"DEC 19, 2014 - MEM vs. CHI",L,240,97,37,94,39.4,2,13,15.4,21,24,87.5,14,31,45,12,4,6,4,25
"DEC 17, 2014 - MEM @ SAS",W,315,117,48,107,44.9,10,27,37,11,14,78.6,13,45,58,29,12,6,12,27
"DEC 16, 2014 - MEM vs. GSW",W,240,105,42,92,45.7,5,14,35.7,16,19,84.2,10,38,48,24,9,4,12,16
"DEC 13, 2014 - MEM @ PHI",W,265,120,45,93,48.4,11,26,42.3,19,27,70.4,9,33,42,33,9,4,14,24
"DEC 12, 2014 - MEM vs. CHA",W,290,113,39,85,45.9,6,13,46.2,29,38,76.3,7,40,47,21,7,9,20,22
"DEC 09, 2014 - MEM vs. DAL",W,240,114,41,85,48.2,7,14,50,25,29,86.2,12,29,41,20,10,1,5,17
"DEC 07, 2014 - MEM vs. MIA",W,240,103,43,73,58.9,8,13,61.5,9,11,81.8,7,31,38,24,7,4,12,14
"DEC 05, 2014 - MEM vs. SAS",L,240,101,37,80,46.3,5,12,41.7,22,26,84.6,7,30,37,19,4,7,10,19
"DEC 03, 2014 - MEM @ HOU",L,240,96,39,76,51.3,2,13,15.4,16,27,59.3,10,29,39,26,9,7,20,15
"NOV 30, 2014 - MEM @ SAC",W,240,97,38,79,48.1,3,13,23.1,18,28,64.3,10,25,35,25,13,4,13,27
"NOV 28, 2014 - MEM @ POR",W,240,112,45,84,53.6,6,13,46.2,16,26,61.5,8,38,46,28,7,4,9,14
"NOV 26, 2014 - MEM @ LAL",W,240,99,36,80,45,5,22,22.7,22,25,88,10,35,45,25,7,6,14,20
"NOV 23, 2014 - MEM vs. LAC",W,240,107,42,85,49.4,7,21,33.3,16,23,69.6,12,40,52,20,3,3,17,21
"NOV 21, 2014 - MEM vs. BOS",W,240,117,48,91,52.7,8,16,50,13,14,92.9,9,41,50,31,4,4,14,16
"NOV 19, 2014 - MEM @ TOR",L,240,92,35,80,43.8,3,10,30,19,26,73.1,15,35,50,16,8,4,13,16
"NOV 17, 2014 - MEM vs. HOU",W,240,119,46,86,53.5,7,17,41.2,20,22,90.9,10,28,38,27,14,5,10,19
"NOV 15, 2014 - MEM vs. DET",W,240,95,32,86,37.2,4,15,26.7,27,33,81.8,18,35,53,18,5,4,8,18
"NOV 13, 2014 - MEM vs. SAC",W,240,111,39,77,50.6,6,9,66.7,27,34,79.4,8,22,30,24,9,4,9,25
"NOV 11, 2014 - MEM vs. LAL",W,240,107,41,78,52.6,4,11,36.4,21,26,80.8,12,26,38,21,8,2,13,18
"NOV 08, 2014 - MEM @ MIL",L,240,92,29,82,35.4,3,14,21.4,31,34,91.2,15,25,40,15,9,2,13,18
"NOV 07, 2014 - MEM @ OKC",W,240,91,34,81,42,9,18,50,14,17,82.4,9,29,38,21,10,4,8,14
"NOV 05, 2014 - MEM @ PHX",W,240,102,40,80,50,9,17,52.9,13,17,76.5,8,29,37,25,10,1,16,21
"NOV 03, 2014 - MEM vs. NOP",W,240,93,31,76,40.8,4,14,28.6,27,37,73,9,43,52,19,5,6,11,24
"NOV 01, 2014 - MEM @ CHA",W,240,71,29,80,36.3,3,11,27.3,10,13,76.9,9,36,45,16,8,0,18,22
"OCT 31, 2014 - MEM @ IND",W,240,97,35,79,44.3,7,19,36.8,20,27,74.1,11,29,40,20,11,2,9,21
"OCT 29, 2014 - MEM vs. MIN",W,240,105,43,82,52.4,4,15,26.7,15,20,75,10,23,33,21,10,5,17,21
"APR 15, 2015 - WAS @ CLE",L,265,108,42,97,43.3,8,22,36.4,16,21,76.2,15,35,50,26,8,5,13,13
"APR 14, 2015 - WAS @ IND",L,290,95,37,104,35.6,7,24,29.2,14,17,82.4,13,46,59,22,8,2,11,22
"APR 12, 2015 - WAS vs. ATL",W,240,108,39,85,45.9,9,21,42.9,21,27,77.8,14,37,51,22,8,6,19,19
"APR 10, 2015 - WAS @ BKN",L,240,80,32,82,39,5,15,33.3,11,17,64.7,17,33,50,23,3,4,17,21
"APR 08, 2015 - WAS @ PHI",W,240,119,47,72,65.3,8,15,53.3,17,23,73.9,6,39,45,35,4,8,14,21
"APR 04, 2015 - WAS @ MEM",W,240,92,38,79,48.1,8,22,36.4,8,10,80,6,34,40,24,9,0,15,18
"APR 03, 2015 - WAS vs. NYK",W,240,101,43,93,46.2,7,16,43.8,8,12,66.7,12,36,48,32,8,8,11,17
"APR 01, 2015 - WAS vs. PHI",W,240,106,44,76,57.9,4,12,33.3,14,22,63.6,9,38,47,33,7,4,16,20
"MAR 29, 2015 - WAS vs. HOU",L,240,91,29,75,38.7,4,15,26.7,29,37,78.4,11,32,43,17,14,5,17,22
"MAR 27, 2015 - WAS vs. CHA",W,290,110,44,113,38.9,9,25,36,13,22,59.1,17,55,72,25,9,9,16,26
"MAR 25, 2015 - WAS vs. IND",L,240,101,33,75,44,5,14,35.7,30,38,78.9,6,40,46,13,6,4,10,23
"MAR 23, 2015 - WAS @ GSW",L,240,76,27,81,33.3,3,11,27.3,19,26,73.1,5,33,38,15,5,2,11,15
"MAR 22, 2015 - WAS @ SAC",L,240,86,35,87,40.2,3,17,17.6,13,18,72.2,16,28,44,21,7,3,16,18
"MAR 20, 2015 - WAS @ LAC",L,240,99,37,86,43,6,19,31.6,19,23,82.6,8,28,36,27,6,2,9,16
"MAR 18, 2015 - WAS @ UTA",W,240,88,33,63,52.4,6,11,54.5,16,23,69.6,6,35,41,16,4,3,21,21
"MAR 16, 2015 - WAS vs. POR",W,240,105,41,82,50,7,12,58.3,16,26,61.5,6,37,43,25,5,4,6,17
"MAR 14, 2015 - WAS vs. SAC",W,240,113,43,81,53.1,13,26,50,14,17,82.4,9,32,41,28,8,6,13,25
"MAR 12, 2015 - WAS vs. MEM",W,240,107,40,80,50,5,17,29.4,22,31,71,10,32,42,25,11,5,13,24
"MAR 09, 2015 - WAS @ CHA",W,240,95,44,85,51.8,2,14,14.3,5,5,100,8,41,49,21,10,4,13,19
"MAR 07, 2015 - WAS @ MIL",L,240,85,31,81,38.3,9,28,32.1,14,22,63.6,14,35,49,19,9,3,17,19
"MAR 06, 2015 - WAS vs. MIA",W,240,99,38,82,46.3,7,23,30.4,16,18,88.9,10,33,43,24,6,4,15,21
"MAR 03, 2015 - WAS @ CHI",L,240,92,35,84,41.7,8,22,36.4,14,19,73.7,10,29,39,23,10,11,11,23
"FEB 28, 2015 - WAS vs. DET",W,240,99,37,78,47.4,7,20,35,18,25,72,12,31,43,21,14,2,12,16
"FEB 27, 2015 - WAS @ PHI",L,240,81,30,93,32.3,4,17,23.5,17,22,77.3,13,38,51,20,4,5,13,25
"FEB 25, 2015 - WAS @ MIN",L,240,77,33,87,37.9,4,18,22.2,7,8,87.5,10,33,43,21,5,3,19,27
"FEB 24, 2015 - WAS vs. GSW",L,240,107,42,79,53.2,5,18,27.8,18,21,85.7,9,36,45,23,4,4,26,20
"FEB 22, 2015 - WAS @ DET",L,240,89,37,85,43.5,6,17,35.3,9,14,64.3,11,32,43,28,4,2,12,22
"FEB 20, 2015 - WAS vs. CLE",L,240,89,38,86,44.2,1,16,6.3,12,16,75,12,31,43,22,7,7,17,23
"FEB 11, 2015 - WAS @ TOR",L,240,93,39,85,45.9,5,21,23.8,10,16,62.5,15,35,50,25,7,6,16,15
"FEB 09, 2015 - WAS vs. ORL",W,240,96,33,77,42.9,7,25,28,23,27,85.2,13,40,53,25,7,3,20,14
"FEB 07, 2015 - WAS vs. BKN",W,240,114,44,87,50.6,9,20,45,17,23,73.9,16,35,51,31,9,3,14,24
"FEB 05, 2015 - WAS @ CHA",L,240,87,35,84,41.7,5,10,50,12,17,70.6,9,28,37,20,2,5,12,26
"FEB 04, 2015 - WAS @ ATL",L,240,96,34,77,44.2,4,16,25,24,30,80,5,36,41,19,7,2,12,24
"FEB 02, 2015 - WAS vs. CHA",L,240,88,33,81,40.7,6,15,40,16,19,84.2,10,33,43,19,7,3,12,23
"JAN 31, 2015 - WAS vs. TOR",L,265,116,37,79,46.8,10,24,41.7,32,41,78,12,28,40,26,8,6,22,24
"JAN 28, 2015 - WAS @ PHX",L,240,98,37,88,42,8,18,44.4,16,23,69.6,15,35,50,13,2,3,13,16
"JAN 27, 2015 - WAS @ LAL",W,240,98,38,78,48.7,4,16,25,18,27,66.7,9,42,51,19,8,2,16,18
"JAN 25, 2015 - WAS @ DEN",W,265,117,48,90,53.3,4,14,28.6,17,23,73.9,10,40,50,29,5,2,17,27
"JAN 24, 2015 - WAS @ POR",L,240,96,40,82,48.8,5,15,33.3,11,14,78.6,2,39,41,24,8,3,12,19
"JAN 21, 2015 - WAS vs. OKC",L,265,103,38,100,38,7,30,23.3,20,26,76.9,13,45,58,23,8,3,9,20
"JAN 19, 2015 - WAS vs. PHI",W,240,111,45,81,55.6,7,13,53.8,14,18,77.8,13,40,53,26,8,5,22,22
"JAN 17, 2015 - WAS @ BKN",W,240,99,40,77,51.9,5,16,31.3,14,27,51.9,13,36,49,23,7,5,13,15
"JAN 16, 2015 - WAS vs. BKN",L,240,80,31,73,42.5,4,17,23.5,14,16,87.5,8,29,37,23,6,5,19,26
"JAN 14, 2015 - WAS @ CHI",W,240,105,40,78,51.3,5,15,33.3,20,25,80,10,33,43,29,4,4,15,24
"JAN 13, 2015 - WAS vs. SAS",W,240,101,37,75,49.3,6,12,50,21,24,87.5,8,40,48,20,4,7,15,14
"JAN 11, 2015 - WAS @ ATL",L,240,89,36,76,47.4,5,20,25,12,15,80,8,31,39,25,5,7,19,16
"JAN 09, 2015 - WAS vs. CHI",W,240,102,41,86,47.7,8,15,53.3,12,19,63.2,12,36,48,27,9,7,13,18
"JAN 07, 2015 - WAS vs. NYK",W,240,101,39,76,51.3,8,16,50,15,21,71.4,9,35,44,28,9,4,16,13
"JAN 05, 2015 - WAS @ NOP",W,240,92,38,79,48.1,2,10,20,14,17,82.4,11,29,40,23,10,7,10,15
"JAN 03, 2015 - WAS @ SAS",L,240,92,40,82,48.8,4,14,28.6,8,13,61.5,9,22,31,23,6,6,6,18
"JAN 02, 2015 - WAS @ OKC",L,240,102,39,84,46.4,11,21,52.4,13,15,86.7,8,31,39,27,3,1,15,19
"DEC 30, 2014 - WAS @ DAL",L,240,87,33,74,44.6,4,12,33.3,17,27,63,10,38,48,22,5,3,22,26
"DEC 29, 2014 - WAS @ HOU",W,240,104,35,73,47.9,8,18,44.4,26,28,92.9,6,29,35,21,11,4,18,21
"DEC 27, 2014 - WAS vs. BOS",W,240,101,45,90,50,5,13,38.5,6,10,60,9,39,48,28,11,4,18,24
"DEC 25, 2014 - WAS @ NYK",W,240,102,44,86,51.2,7,16,43.8,7,10,70,13,32,45,25,4,3,10,20
"DEC 23, 2014 - WAS vs. CHI",L,240,91,38,89,42.7,5,9,55.6,10,16,62.5,7,34,41,21,7,5,8,17
"DEC 21, 2014 - WAS vs. PHX",L,240,92,34,83,41,3,14,21.4,21,29,72.4,15,27,42,11,11,4,11,23
"DEC 19, 2014 - WAS @ MIA",W,240,105,39,79,49.4,3,14,21.4,24,33,72.7,13,23,36,24,6,3,9,17
"DEC 16, 2014 - WAS vs. MIN",W,240,109,43,86,50,10,17,58.8,13,18,72.2,10,36,46,29,7,8,10,25
"DEC 14, 2014 - WAS vs. UTA",W,240,93,41,84,48.8,4,13,30.8,7,12,58.3,10,31,41,20,11,9,15,21
"DEC 12, 2014 - WAS vs. LAC",W,240,104,39,80,48.8,9,16,56.3,17,21,81,9,28,37,28,10,6,14,25
"DEC 10, 2014 - WAS @ ORL",W,240,91,41,81,50.6,5,12,41.7,4,9,44.4,8,33,41,26,5,5,9,13
"DEC 08, 2014 - WAS vs. BOS",W,290,133,49,94,52.1,7,16,43.8,28,34,82.4,11,38,49,32,10,3,23,26
"DEC 07, 2014 - WAS @ BOS",L,240,93,34,93,36.6,11,27,40.7,14,21,66.7,16,36,52,21,5,8,19,20
"DEC 05, 2014 - WAS vs. DEN",W,240,119,45,85,52.9,7,20,35,22,27,81.5,14,38,52,35,12,11,15,20
"DEC 03, 2014 - WAS vs. LAL",W,240,111,45,93,48.4,6,19,31.6,15,19,78.9,12,41,53,33,6,3,11,15
"DEC 01, 2014 - WAS vs. MIA",W,240,107,39,72,54.2,10,19,52.6,19,24,79.2,7,35,42,29,7,3,12,23
"NOV 29, 2014 - WAS vs. NOP",W,240,83,35,76,46.1,5,12,41.7,8,12,66.7,12,34,46,21,9,9,14,18
"NOV 26, 2014 - WAS @ CLE",L,240,87,33,71,46.5,5,13,38.5,16,22,72.7,7,19,26,24,5,5,18,28
"NOV 25, 2014 - WAS vs. ATL",L,240,102,36,84,42.9,9,20,45,21,29,72.4,16,31,47,25,2,3,20,25
"NOV 22, 2014 - WAS @ MIL",W,240,111,43,93,46.2,8,18,44.4,17,22,77.3,20,33,53,27,7,6,14,24
"NOV 21, 2014 - WAS vs. CLE",W,240,91,41,84,48.8,4,10,40,5,9,55.6,10,35,45,24,10,5,17,21
"NOV 19, 2014 - WAS vs. DAL",L,240,102,37,84,44,10,22,45.5,18,21,85.7,9,33,42,25,8,3,13,27
"NOV 15, 2014 - WAS vs. ORL",W,240,98,42,84,50,3,10,30,11,16,68.8,9,31,40,31,5,8,11,16
"NOV 12, 2014 - WAS vs. DET",W,240,107,40,83,48.2,3,11,27.3,24,33,72.7,11,35,46,27,10,6,11,22
"NOV 08, 2014 - WAS @ IND",W,240,97,39,81,48.1,2,11,18.2,17,23,73.9,13,36,49,23,8,4,14,25
"NOV 07, 2014 - WAS @ TOR",L,240,84,30,83,36.1,3,19,15.8,21,32,65.6,16,34,50,19,7,5,13,29
"NOV 05, 2014 - WAS vs. IND",W,265,96,34,91,37.4,7,17,41.2,21,23,91.3,7,36,43,24,7,7,12,22
"NOV 04, 2014 - WAS @ NYK",W,240,98,39,80,48.8,8,18,44.4,12,19,63.2,10,31,41,26,8,4,12,25
"NOV 01, 2014 - WAS vs. MIL",W,240,108,40,73,54.8,4,13,30.8,24,33,72.7,6,28,34,28,18,5,19,21
"OCT 30, 2014 - WAS @ ORL",W,240,105,39,80,48.8,7,13,53.8,20,26,76.9,6,31,37,22,10,0,12,25
"OCT 29, 2014 - WAS @ MIA",L,240,95,36,75,48,6,19,31.6,17,24,70.8,7,29,36,20,7,2,14,20
"APR 15, 2015 - DET @ NYK",W,240,112,41,81,50.6,10,26,38.5,20,27,74.1,11,33,44,20,14,3,12,22
"APR 13, 2015 - DET @ CLE",L,240,97,38,83,45.8,9,25,36,12,20,60,8,23,31,21,4,4,7,8
"APR 12, 2015 - DET vs. CHA",W,240,116,41,81,50.6,16,28,57.1,18,23,78.3,12,44,56,33,6,4,14,23
"APR 10, 2015 - DET vs. IND",L,240,103,40,89,44.9,11,23,47.8,12,23,52.2,15,30,45,25,5,5,11,20
"APR 08, 2015 - DET vs. BOS",L,240,103,45,84,53.6,7,18,38.9,6,10,60,11,30,41,29,7,5,19,25
"APR 04, 2015 - DET vs. MIA",W,240,99,36,73,49.3,12,26,46.2,15,23,65.2,8,25,33,20,6,3,16,21
"APR 03, 2015 - DET @ CHI",L,240,82,32,74,43.2,6,19,31.6,12,15,80,11,31,42,14,9,12,18,20
"APR 01, 2015 - DET @ CHA",L,240,78,31,88,35.2,5,22,22.7,11,18,61.1,14,37,51,24,6,4,12,20
"MAR 31, 2015 - DET vs. ATL",W,240,105,41,83,49.4,11,29,37.9,12,17,70.6,9,29,38,26,11,6,11,14
"MAR 29, 2015 - DET @ MIA",L,240,102,40,83,48.2,8,25,32,14,22,63.6,13,24,37,24,5,5,11,20
"MAR 27, 2015 - DET @ ORL",W,240,111,42,90,46.7,7,18,38.9,20,27,74.1,12,29,41,22,10,6,5,12
"MAR 24, 2015 - DET vs. TOR",W,240,108,40,93,43,12,29,41.4,16,24,66.7,20,22,42,26,5,3,7,21
"MAR 22, 2015 - DET @ BOS",W,265,105,39,89,43.8,9,26,34.6,18,30,60,11,45,56,24,5,10,14,21
"MAR 21, 2015 - DET vs. CHI",W,240,107,44,90,48.9,11,26,42.3,8,10,80,6,38,44,28,9,6,4,20
"MAR 18, 2015 - DET @ PHI",L,240,83,29,88,33,8,26,30.8,17,19,89.5,18,33,51,18,8,7,18,18
"MAR 17, 2015 - DET vs. MEM",W,240,105,39,83,47,12,33,36.4,15,22,68.2,9,29,38,26,5,5,9,16
"MAR 14, 2015 - DET @ UTA",L,240,85,32,84,38.1,8,23,34.8,13,22,59.1,16,28,44,18,8,3,12,20
"MAR 13, 2015 - DET @ POR",L,240,99,41,91,45.1,7,25,28,10,12,83.3,11,25,36,23,5,2,6,14
"MAR 11, 2015 - DET @ GSW",L,240,98,42,98,42.9,4,12,33.3,10,12,83.3,19,30,49,18,6,5,13,16
"MAR 10, 2015 - DET @ LAL",L,240,85,32,84,38.1,8,35,22.9,13,19,68.4,12,30,42,20,10,8,12,23
"MAR 08, 2015 - DET vs. CHA",L,240,101,39,89,43.8,3,14,21.4,20,25,80,13,29,42,21,8,3,10,16
"MAR 06, 2015 - DET @ HOU",L,240,93,37,102,36.3,6,29,20.7,13,17,76.5,19,31,50,20,12,5,12,22
"MAR 04, 2015 - DET @ NOP",L,240,85,38,93,40.9,2,14,14.3,7,9,77.8,16,36,52,25,8,7,18,19
"FEB 28, 2015 - DET @ WAS",L,240,95,38,79,48.1,8,26,30.8,11,21,52.4,9,31,40,18,8,2,17,22
"FEB 27, 2015 - DET vs. NYK",L,290,115,39,97,40.2,8,31,25.8,29,40,72.5,16,38,54,22,3,10,15,26
"FEB 24, 2015 - DET vs. CLE",L,240,93,33,82,40.2,9,24,37.5,18,30,60,11,35,46,16,5,3,13,21
"FEB 22, 2015 - DET vs. WAS",W,240,106,37,89,41.6,13,32,40.6,19,25,76,17,34,51,22,8,1,12,19
"FEB 20, 2015 - DET vs. CHI",W,240,100,38,84,45.2,6,22,27.3,18,33,54.5,11,31,42,19,12,1,10,23
"FEB 11, 2015 - DET vs. SAS",L,240,87,33,81,40.7,9,21,42.9,12,17,70.6,10,26,36,17,4,4,10,14
"FEB 10, 2015 - DET @ CHA",W,240,106,37,83,44.6,5,19,26.3,27,30,90,10,38,48,21,8,5,8,18
"FEB 08, 2015 - DET vs. MIN",L,240,101,37,79,46.8,10,31,32.3,17,22,77.3,12,23,35,18,8,4,15,25
"FEB 06, 2015 - DET vs. DEN",W,240,98,37,82,45.1,4,24,16.7,20,26,76.9,11,40,51,23,4,4,16,16
"FEB 04, 2015 - DET @ IND",L,240,109,43,87,49.4,12,24,50,11,15,73.3,12,23,35,23,7,2,10,18
"FEB 03, 2015 - DET vs. MIA",W,240,108,42,88,47.7,9,20,45,15,18,83.3,14,31,45,27,7,5,6,17
"JAN 31, 2015 - DET vs. HOU",W,240,114,41,82,50,10,25,40,22,35,62.9,12,32,44,28,8,8,12,11
"JAN 28, 2015 - DET @ PHI",L,240,69,23,75,30.7,2,20,10,21,23,91.3,14,24,38,15,12,5,17,16
"JAN 27, 2015 - DET vs. CLE",L,240,95,35,83,42.2,8,24,33.3,17,23,73.9,16,35,51,21,4,8,18,17
"JAN 25, 2015 - DET @ TOR",L,240,110,41,90,45.6,12,34,35.3,16,23,69.6,14,30,44,24,5,2,14,21
"JAN 24, 2015 - DET @ MIL",L,240,86,31,86,36,6,25,24,18,25,72,16,30,46,14,11,2,19,14
"JAN 21, 2015 - DET vs. ORL",W,240,128,49,94,52.1,10,24,41.7,20,24,83.3,11,34,45,35,10,5,15,17
"JAN 19, 2015 - DET @ ATL",L,240,82,29,82,35.4,9,35,25.7,15,26,57.7,20,41,61,17,6,2,18,17
"JAN 17, 2015 - DET vs. PHI",W,240,107,38,88,43.2,15,35,42.9,16,19,84.2,18,29,47,27,16,5,16,16
"JAN 16, 2015 - DET @ IND",W,240,98,32,85,37.6,13,31,41.9,21,24,87.5,15,34,49,17,6,5,15,17
"JAN 14, 2015 - DET vs. NOP",L,240,94,34,73,46.6,8,22,36.4,18,23,78.3,3,27,30,23,8,10,7,16
"JAN 12, 2015 - DET @ TOR",W,240,114,41,96,42.7,7,21,33.3,25,31,80.6,17,29,46,24,10,4,8,15
"JAN 10, 2015 - DET vs. BKN",W,240,98,34,80,42.5,11,33,33.3,19,26,73.1,9,35,44,27,8,3,10,10
"JAN 09, 2015 - DET vs. ATL",L,240,103,38,96,39.6,13,43,30.2,14,18,77.8,11,35,46,24,9,3,7,19
"JAN 07, 2015 - DET @ DAL",W,240,108,43,97,44.3,10,21,47.6,12,14,85.7,18,42,60,22,9,2,15,17
"JAN 06, 2015 - DET @ SAS",W,240,105,41,87,47.1,3,19,15.8,20,28,71.4,15,30,45,19,10,3,14,28
"JAN 04, 2015 - DET vs. SAC",W,240,114,45,91,49.5,12,31,38.7,12,16,75,8,41,49,21,8,3,13,27
"JAN 02, 2015 - DET @ NYK",W,240,97,38,76,50,13,33,39.4,8,14,57.1,9,40,49,24,10,3,16,16
"DEC 30, 2014 - DET @ ORL",W,240,109,40,86,46.5,14,33,42.4,15,29,51.7,16,38,54,22,9,9,11,14
"DEC 28, 2014 - DET @ CLE",W,240,103,41,91,45.1,17,31,54.8,4,9,44.4,14,33,47,21,12,6,10,21
"DEC 26, 2014 - DET vs. IND",W,240,119,47,86,54.7,10,26,38.5,15,29,51.7,12,30,42,25,11,6,9,22
"DEC 21, 2014 - DET @ BKN",L,240,105,40,91,44,9,27,33.3,16,26,61.5,18,32,50,26,10,6,13,22
"DEC 19, 2014 - DET vs. TOR",L,240,100,41,94,43.6,8,25,32,10,15,66.7,14,35,49,28,5,7,11,20
"DEC 17, 2014 - DET vs. DAL",L,240,106,40,89,44.9,13,33,39.4,13,19,68.4,10,32,42,22,9,4,11,27
"DEC 15, 2014 - DET @ LAC",L,240,91,35,83,42.2,8,27,29.6,13,22,59.1,17,24,41,23,10,3,17,19
"DEC 13, 2014 - DET @ SAC",W,240,95,35,79,44.3,6,20,30,19,23,82.6,8,35,43,22,10,9,13,18
"DEC 12, 2014 - DET @ PHX",W,240,105,40,84,47.6,4,15,26.7,21,27,77.8,13,34,47,17,11,3,18,18
"DEC 09, 2014 - DET vs. POR",L,240,86,34,97,35.1,5,22,22.7,13,16,81.3,17,30,47,23,7,2,6,8
"DEC 07, 2014 - DET vs. OKC",L,240,94,34,76,44.7,7,23,30.4,19,28,67.9,8,31,39,25,5,1,12,21
"DEC 06, 2014 - DET vs. PHI",L,265,101,34,87,39.1,6,23,26.1,27,35,77.1,12,35,47,22,11,6,19,24
"DEC 03, 2014 - DET @ BOS",L,265,102,37,102,36.3,8,27,29.6,20,29,69,16,39,55,20,7,7,11,23
"DEC 02, 2014 - DET vs. LAL",L,240,96,33,90,36.7,6,21,28.6,24,31,77.4,16,33,49,20,6,5,14,16
"NOV 30, 2014 - DET vs. GSW",L,240,93,33,91,36.3,11,23,47.8,16,24,66.7,15,29,44,25,11,5,13,20
"NOV 28, 2014 - DET vs. MIL",L,240,88,34,83,41,6,23,26.1,14,25,56,14,25,39,25,8,5,14,19
"NOV 26, 2014 - DET vs. LAC",L,240,98,35,78,44.9,10,27,37,18,24,75,12,26,38,18,8,4,15,17
"NOV 25, 2014 - DET @ MIL",L,240,86,36,78,46.2,7,20,35,7,17,41.2,8,28,36,23,7,5,19,18
"NOV 21, 2014 - DET @ ATL",L,240,89,31,83,37.3,4,21,19,23,24,95.8,13,32,45,12,6,3,12,20
"NOV 19, 2014 - DET vs. PHX",L,240,86,33,87,37.9,7,25,28,13,19,68.4,15,28,43,21,9,1,14,16
"NOV 17, 2014 - DET vs. ORL",L,240,93,32,80,40,11,24,45.8,18,24,75,10,31,41,17,5,4,14,19
"NOV 15, 2014 - DET @ MEM",L,240,88,34,82,41.5,10,26,38.5,10,17,58.8,9,34,43,15,4,6,9,22
"NOV 14, 2014 - DET @ OKC",W,265,96,38,89,42.7,11,31,35.5,9,15,60,14,41,55,18,8,5,16,17
"NOV 12, 2014 - DET @ WAS",L,240,103,38,81,46.9,9,22,40.9,18,22,81.8,7,32,39,19,5,6,13,25
